DrugBank ID,CAS Number,Drug Groups,InChIKey,SMILES,Formula,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,ChEMBL ID,HET ID,ChemSpider ID,BindingDB ID
DB12680,607742-69-8,investigational,JJZFWROHYSMCMU-UHFFFAOYSA-N,O=S(=O)(C1=CC=CC=C1)C1=CN=C2C(C=CC=C2N2CCNCC2)=C1,C19H19N3O2S,,,11256720,347828884,,CHEMBL1083390,,9431746,50318633
DB12681,162520-00-5,investigational,WUILNKCFCLNXOK-CFBAGHHKSA-N,CC(C)=CCC\C(C)=C\CC\C(C)=C\CSC1=CC=CC=C1C(O)=O,C22H30O2S,,,5469318,347828885,,CHEMBL23293,,4579849,50034278
DB12682,366017-09-6,investigational,ZTFBIUXIQYRUNT-MDWZMJQESA-N,FC(F)(F)C1=CC=C(\C=C\C2=NC(COC3=CC=C(CCCCN4C=CN=N4)C=C3)=CO2)C=C1,C25H23F3N4O2,,,6444692,347828886,,CHEMBL1614707,,4948554,
DB12685,189362-06-9,investigational,ULGNGSQNNMKROG-WOJBJXKFSA-N,O[C@@H]1CCCC[C@H]1N(C1CC1)C(=O)NCCCOC1=CC=C2NC(=O)C=CC2=C1,C22H29N3O4,,,9908900,347828887,,CHEMBL284838,,8084552,
DB12686,718630-59-2,investigational,HUXYBQXJVXOMKX-UHFFFAOYSA-N,CC(C)CC(O)=NC1=NNC2=C1CN(C(=O)C1CCN(C)CC1)C2(C)C,C19H31N5O2,,,46191454,347828888,91371,CHEMBL1230607,889,24747380,50378657
DB12687,1228585-88-3,investigational,VFOKSTCIRGDTBR-UHFFFAOYSA-N,CCCCOC1=NC(N)=C2NC(=O)CN(CC3=CC=CC(CN4CCCC4)=C3)C2=N1,C22H30N6O2,,,46241268,347828889,,CHEMBL2424780,,27289075,50440284
DB12689,603148-36-3,investigational,KJNNWYBAOPXVJY-UHFFFAOYSA-N,CCCCC1=NC(=CN1C1=CC=C(OC2=CC=C(Cl)C=C2)C=C1)C1=CC=C(OCCCN(CC)CC)C=C1,C32H38ClN3O2,,,11180124,347828890,,CHEMBL3989929,,9355214,
DB12690,1082949-67-4,investigational,FYXRSVDHGLUMHB-UHFFFAOYSA-N,CN1C=C(N=C1C1CCN(CC1)C1=C2C=NNC2=NC=N1)C1=CC=C(F)C(=C1)C(F)(F)F,C21H19F4N7,,,25118925,347828891,,CHEMBL3545076,,25069691,
DB12691,380221-63-6,investigational,ZOTHAEBAWXWVID-HXEFRTELSA-N,[H][C@@]1(O)[C@]([H])(O)[C@]([H])(O[C@@]1([H])N1C=NC2=C(NCC(C3=CC=CC=C3)C3=CC=CC=C3)N=C(N=C12)C(=O)NCCN=C(O)NC1CCN(CC1)C1=CC=CC=N1)C(O)=NCC,C40H47N11O6,,,9833519,347828892,,CHEMBL1096896,UKA,8009243,50316212
DB12692,98629-43-7,investigational,IDINUJSAMVOPCM-UHFFFAOYSA-N,NCCCNCCCCNC(=O)C(O)NC(=O)CCCCCCNC(N)=N,C17H37N7O3,,,55362,347828893,135609,CHEMBL406117,,49995,
DB12693,87051-43-2,investigational,JUQLTPCYUFPYKE-UHFFFAOYSA-N,CC1=C(CCN2CCC(CC2)=C(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)C(=O)N2C=CSC2=N1,C27H25F2N3OS,,,5074,347828894,64195,CHEMBL267777,E2J,4896,50001775
DB12694,870615-40-0,investigational,UBNMGTSDHSQBEL-PMERELPUSA-N,CC(C)N(CC1=CC=CC=C1)C(=O)CN1C2=CC=CC=C2N2C(=NN=C2C2=CC=CC=C2)[C@H](CC2=CNC3=CC=CC=C23)C1=O,C37H34N6O2,,,52949124,347828895,,CHEMBL1269258,,26362286,50329179
DB12695,9/2/57,investigational,IZJDOKYDEWTZSO-UHFFFAOYSA-N,S=C=NCCC1=CC=CC=C1,C9H9NS,,,16741,347828896,351346,CHEMBL151649,,15870,50240850
DB12696,623152-17-0,investigational,GDTQLZHHDRRBEB-UHFFFAOYSA-N,CCCN=C(O)C1=CN2NC=NC(=NC3=C(C)C=CC(=C3)C(O)=NC3CC3)C2=C1C,C22H26N6O2,,,10409068,347828897,,CHEMBL1230065,38P,8584505,50327009
DB12697,26046-90-2,investigational,XDSSPSLGNGIIHP-VKHMYHEASA-N,C[Se]C[C@H](N)C(O)=O,C4H9NO2Se,C05689,,147004,347828898,27812,CHEMBL62382,,129633,
DB12700,20311-51-7,investigational,MBWUSSKCCUMJHO-ZGXDEBHDSA-N,C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC=C5C[C@H](CC[C@]5(C)[C@H]4CC[C@]23C)O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)O[C@]11CC[C@@H](C)CN1,C45H73NO15,C10819,,73611,347828899,9185,CHEMBL443114,,66278,
DB12702,866933-46-2,investigational,HXLOHDZQBKCUCR-WOZUAGRISA-N,CC(C)N1C(=O)C(=CC2=CC=CC=C12)C(=O)N[C@@H]1C[C@@H]2CC[C@H](C1)N2C[C@@H](O)CN(C)S(C)(=O)=O,C25H36N4O5S,,,11842633,347828900,,CHEMBL2087337,,28527582,50391069
DB12703,1086062-66-9,investigational,CGBJSGAELGCMKE-UHFFFAOYSA-N,COC1=C(NS(=O)(=O)C2=C(F)C=C(F)C=C2)C=C(C=N1)C1=CC2=C(C=CN=C2C=C1)C1=CN=NC=C1,C25H17F2N5O3S,,,25167777,347828901,95093,CHEMBL1236962,ZIG,25027388,50145416
DB12704,87151-85-7,investigational,NYKCGQQJNVPOLU-ONTIZHBOSA-N,[H][C@@]1(CC[C@@]2(CCCO2)C[C@]1([H])N1CCCC1)N(C)C(=O)CC1=CC(Cl)=C(Cl)C=C1,C22H30Cl2N2O2,,,55652,347828902,,CHEMBL70586,,50257,83436
DB12705,1262414-04-9,investigational,KJKKMMMRWISKRF-FQEVSTJZSA-N,CCC1=CC(=CC(C)=C1OC[C@@H](O)CO)C1=NOC(=N1)C1=CC(=NC(OC)=C1)C1CCCC1,C25H31N3O5,,,49871973,347828903,,,,52084350,
DB12706,1362850-20-1,investigational,LNLJHGXOFYUARS-OAQYLSRUSA-N,[O-][N+]1=CC(=CC=C1)C1=NC2=C(Cl)C=CC=C2C=C1[C@@H](NC1=NC=NC2=CC=CN=C12)C(F)(F)F,C23H14ClF3N6O,,,56928390,347828904,,,,34985875,
DB12707,935881-37-1,investigational,LAMIXXKAWNLXOC-INIZCTEOSA-N,CC(C)[C@H](C(=O)NC1=CC=C(C=C1)C(=O)NO)C1=CC=CC=C1,C18H20N2O3,,,6918848,347828905,,CHEMBL191482,,5294039,
DB12708,60325-46-4,investigational,UQZVCDCIMBLVNR-TWYODKAFSA-N,CS(=O)(=O)NC(=O)CCC\C=C/C[C@@H]1[C@@H](\C=C\[C@@H](O)COC2=CC=CC=C2)[C@H](O)CC1=O,C23H31NO7S,,,5312153,347828906,135755,CHEMBL1472830,,4471583,
DB12709,60-01-5,investigational,UYXTWWCETRIEDR-UHFFFAOYSA-N,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,C15H26O6,C13870,,6050,347828907,35020,CHEMBL118722,,13849665,
DB12710,84-97-9,approved; investigational,WEYVCQFUGFRXOM-UHFFFAOYSA-N,CN1CCN(CCCN2C3=CC=CC=C3SC3=CC=CC=C23)CC1,C20H25N3S,C16903,,4744,347828908,59118,CHEMBL1697766,,4582,260166
DB12711,1166254-80-3,investigational,ZVOYWSKEBVVLGW-ZDCRTTOTSA-N,CC(C)(C)C1=C(C[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCCC2=CC=CC=C2)C2=CC(=CC(=C2N1)C(C)(C)C)C(C)(C)C,C43H69N11O3,,,25242323,347828909,77752,CHEMBL1817968,,26611002,
DB12712,88069-67-4,investigational,BCQTVJKBTWGHCX-UHFFFAOYSA-N,CC1=CC=CC(C)=C1N=C(O)CC12CCCN1CCC2,C17H24N2O,,,4820,347828910,135127,CHEMBL163238,,4654,50413638
DB12713,1018899-04-1,investigational,QKDRXGFQVGOQKS-CRSSMBPESA-N,CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@@H]2O[C@H](SC)[C@@H](O)[C@H](O)[C@H]2O)C=C1,C21H25ClO5S,,,24831714,347828911,,CHEMBL3039507,,27289071,
DB12714,119229-65-1,investigational,BTDHTARYCBHHPJ-UHFFFAOYSA-N,CCCN(N1C=C(C)C2=CC=CC=C12)C1=CC=NC=C1F,C17H18FN3,,,3081185,347828912,,CHEMBL2107762,,2338845,
DB12715,897657-95-3,investigational,PXZXYRKDDXKDTK-UHFFFAOYSA-N,C(NC1=NC=CC=N1)C1=CC=C(CNC2=NC=CC=N2)C=C1,C16H16N6,,,11687907,347828913,,CHEMBL3545330,,9862634,194510
DB12716,686301-48-4,investigational,CVPTTZZCRDVGSU-UHFFFAOYSA-N,NC1=C2N=CN(CCNCCCCCO)C2=NC=N1,C12H20N6O,,,2815031,347828914,,,,2093404,
DB12717,375345-95-2,investigational,ULRDYYKSPCRXAJ-KRWDZBQOSA-N,CC(C)S(=O)(=O)NC[C@H](C)C1=CC=C(C=C1)C1=CC=C(CCNS(C)(=O)=O)C=C1,C21H30N2O4S2,,,9889366,347828915,,CHEMBL1277001,8SO,8065037,50330415
DB12719,629664-81-9,investigational,INASOKQDNHHMRE-UHFFFAOYSA-N,CC(C)OC(=O)C1=CN(CC(C)(C)C2=C1NC1=CC=CC=C21)C(=O)C1=CC(F)=C(F)C=C1,C25H24F2N2O3,,,10026128,347828916,,CHEMBL454138,33Y,8201699,28542
DB12720,908253-63-4,investigational,VYFGDLGHHBUDTQ-ZLGUVYLKSA-N,CC(C)[C@]1(CC(=NO1)C1=NC=CC2=CC=CC=C12)C(=O)N[C@H]1CC(=O)O[C@]1(O)CF,C21H22FN3O5,,,11633038,347828917,,CHEMBL2105721,,9807783,
DB12721,920022-47-5,investigational,QZXVLRCMAHJVIP-UHFFFAOYSA-N,CN(C)CCN1C=C(C(=O)N2CCC3(CC2)OCC2=CC=CC=C32)C2=CC=C(Cl)C=C12,C25H28ClN3O2,,,59657596,347828918,,CHEMBL3416885,,52084863,50077217
DB12724,929890-64-2,investigational,MAQDQJWCSSCURR-UHFFFAOYSA-N,CCCS(=O)(=O)N1CCN(CC2=CC=C(NC(=O)C3=CC=C(C=C3)C3=CC(NC(=O)C4CC4)=CC=C3OC(F)(F)F)C=C2)CC1,C32H35F3N4O5S,,,57339445,347828919,,,,34542361,
DB12725,916075-84-8,investigational,MZOITCJKGUIQEI-UHFFFAOYSA-N,COC(=O)N1CCC(CN2CCC(CNC(=O)C3=C4NC(=NC4=CC=C3)C(C)C)CC2)CC1,C25H37N5O3,,,11961293,347828920,,CHEMBL2402904,,10135539,50436989
DB12727,62435-42-1,investigational,VPAWVRUHMJVRHU-VGDKGRGNSA-N,OO[C@@H]1CCO[P@](=O)(N1)N(CCCl)CCCl,C7H15Cl2N2O4P,,,9554809,347828921,135223,CHEMBL421584,,7832817,
DB12728,67306-00-7,approved; experimental,MGNFYQILYYYUBS-UHFFFAOYSA-N,CC(CN1CCCCC1)CC1=CC=C(C=C1)C(C)(C)C,C19H31N,C18726,,91694,347828922,83291,CHEMBL1889041,,82797,
DB12729,1097917-15-1,investigational,MGGBYMDAPCCKCT-UHFFFAOYSA-N,COC1=CC(=CC=C1NC1=NC(NC2=CC=CC=C2S(=O)(=O)C(C)C)=NC=N1)N1CCC(CC1)N1CCN(C)CC1,C29H40N8O3S,,,25134326,347828923,,CHEMBL3545360,,28424239,209865
DB12730,110417-88-4,investigational,OFDNQWIFNXBECV-VFSYNPLYSA-N,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](CC1=CC=CC=C1)C1=NC=CS1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C,C42H68N6O6S,,,9810929,347828924,67357,CHEMBL39541,,7986684,
DB12731,658084-64-1,investigational,KPBNHDGDUADAGP-VAWYXSNFSA-N,O=C(NCCCCC1CCN(CC1)C(=O)C1=CC=CC=C1)\C=C\C1=CC=CN=C1,C24H29N3O2,,,6914657,347828925,,CHEMBL566757,DGB,5290535,81395
DB12732,402567-16-2,investigational,YLFZHHDVRSYTKT-NRFANRHFSA-N,CCOCC1=CC(OC)=C(C(OC)=C1)C1=CC=C(C[C@H](NC(=O)C2=C(F)C=CC=C2F)C(O)=O)C=C1,C27H27F2NO6,,,9935681,347828926,,CHEMBL2104967,,8111309,
DB12733,872363-17-2,investigational,LZXMUJCJAWVHPZ-UHFFFAOYSA-N,FC1=CN2C=C(CCC#CC3=CC=CC=N3)N=C2C=C1,C16H12FN3,,,44557636,347828927,,CHEMBL2346738,,25069676,50431705
DB12736,22668-01-5,investigational,WCDWBPCFGJXFJZ-UHFFFAOYSA-N,OCCN=C(O)CN1C=CN=C1N(=O)=O,C7H10N4O4,,,3276,347828928,75473,CHEMBL47405,,3161,
DB12739,130641-38-2,investigational,MTHORRSSURHQPZ-UHFFFAOYSA-N,CC(C)(OCC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12)C(O)=O,C19H20N2O3,,,71354,347828929,,CHEMBL2107549,,64454,
DB12740,1228013-15-7,investigational,GMYLVKUGJMYTFB-UHFFFAOYSA-N,CCN1C(=O)CNC2=C1N=C(C=N2)C1=CC=C(N=C1C)C1=NN=CN1,C16H16N8O,,,58298318,347828930,,CHEMBL3586573,,35308328,50093082
DB12741,1383370-92-0,investigational,AVSMSXHPIYIKIJ-UHFFFAOYSA-N,CC1=NC=C(N1CCNS(N)(=O)=O)N(=O)=O,C6H11N5O4S,,,57413968,347828931,,CHEMBL3087323,2VQ,31147316,
DB12742,850879-09-3,investigational,FOFDIMHVKGYHRU-UHFFFAOYSA-N,S=C(NCC1=CC=C2OCOC2=C1)N1CCN(CC1)C1=NC=NC2=C1OC1=C2C=CC=C1,C23H21N5O3S,,,11282283,347828932,91389,CHEMBL2103851,,9457280,50172081
DB12743,41332-24-5,investigational,VCPMZDWBEWTGNW-UHFFFAOYSA-N,O=C(CC(C1=CC=CC=C1)C1=CC=CC=C1)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,C32H32N2O,,,4988454,347828933,,CHEMBL604710,,4168662,
DB12744,900573-88-8,investigational,ZXBFYBLSJMEBEP-UHFFFAOYSA-N,COC1=CC=C(Br)C=C1NC(=O)NC1=C2C=CN(CC3=CC=NC(N)=C3)C2=CC=C1,C22H20BrN5O2,,,11691242,347828934,,CHEMBL3545155,,9865969,
DB12745,937174-76-0,investigational,KGPGFQWBCSZGEL-ZDUSSCGKSA-N,[H][C@]1(COC2=C3N(CC)C(=NC3=C(N=C2)C#CC(C)(C)O)C2=NON=C2N)CCCNC1,C21H27N7O3,,,16725726,347828935,90677,CHEMBL494089,G93,20557532,25013
DB12746,1175017-90-9,investigational,JLRIJKVMMZEKDF-UHFFFAOYSA-N,NC1=C(NC2=CC=C3NC=CC3=C2)N=C(C=N1)C1=CC=NC=C1,C17H14N6,,,44177328,347828936,,,,32701682,
DB12748,1345407-05-7,investigational,GGAKLYWEFZCVIT-TVEKFXMRSA-N,NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](C(C1=CC=CC=C1)C1=CC=CC=C1)C(=O)N[C@@H](CCCCN)C(N)=O,C78H106N18O9,,,46200994,347828937,,,,52085412,
DB12749,6066-49-5,investigational,HJXMNVQARNZTEE-UHFFFAOYSA-N,CCCCC1OC(=O)C2=C1C=CC=C2,C12H14O2,,,61361,347828938,,CHEMBL248594,,55293,
DB12750,50903-99-6,investigational,KCWZGJVSDFYRIX-YFKPBYRVSA-N,[H][C@](N)(CCCNC(=N)NN(=O)=O)C(=O)OC,C7H15N5O4,C04337,,39836,347828939,7549,CHEMBL7890,,36427,50098937
DB12751,6915-15-7,investigational,BJEPYKJPYRNKOW-UHFFFAOYSA-N,OC(CC(O)=O)C(O)=O,C4H6O5,C00711,,525,347828940,6650,CHEMBL1455497,,510,92495
DB12752,71119-11-4,investigational,FBMYKMYQHCBIGU-UHFFFAOYSA-N,CC(C)(CC1=CNC2=CC=CC=C12)NCC(O)COC1=CC=CC=C1C#N,C22H25N3O2,,,51045,347828941,,CHEMBL321582,,46266,50169808
DB12753,143491-54-7,investigational,,,,,,,347911373,,,,,
DB12754,20461-54-5,approved; experimental,XMBWDFGMSWQBCA-UHFFFAOYSA-M,[I-],I,C00708,,30165,347828942,16382,CHEMBL185537,IOD,28015,26981
DB12755,139570-93-7,investigational,,,,,,,347911374,,,,,
DB12756,934541-31-8,investigational,WKDACQVEJIVHMZ-UHFFFAOYSA-N,CCS(=O)(=O)C1=CC=CC(=C1)C1=CC(C(=O)NC2CCN(C)CC2)=C(C)C2=C1C1=C(N2)N=CC(C)=C1,C28H32N4O3S,,,16124208,347828943,,CHEMBL3544932,,17281108,209861
DB12757,446022-33-9,investigational,QXOPTIPQEVJERB-JQWIXIFHSA-N,CC1=C(CC[C@@H]2CNC3=C(C2)C(=O)NC(N)=N3)SC(=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,C20H25N5O6S,,,6450821,347828944,,CHEMBL2107361,,4953371,
DB12758,154355-76-7,investigational,MMSNEKOTSJRTRI-LLVKDONJSA-N,C[C@H](C#CC1=CC=C(CC2=CC=C(F)C=C2)S1)N(O)C(N)=O,C16H15FN2O2S,,,3086671,347828945,,CHEMBL59356,,2343238,50029781
DB12760,253124-46-8,investigational,ZQYJPMPXQLNTPQ-QCUYGVNKSA-N,CC(C)(C)C1=NN=C(O1)[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(NC3=CC=C(Cl)C=C3F)N=CN=C12,C21H21ClFN7O4,,,9810927,347828946,,,,7986682,
DB12761,179033-51-3,investigational,MQSMWZHHUGSULF-QNGWXLTQSA-N,COC1=CC(=CC(OC)=C1OC)C(=O)C(=O)N(C)[C@@H](CC1=CC=C(Cl)C=C1)C(=O)N(CC1=CC=CC=C1)C(CCC1=CC=NC=C1)CCC1=CC=NC=C1,C43H45ClN4O6,,,9811664,347828947,,CHEMBL2059028,,7987419,50388313
DB12762,859209-74-8,investigational,ANSPEDQTHURSFQ-KBPBESRZSA-N,CCOC(=O)[C@H](C)NP(=O)(COCCN1C=NC2=C(NC3CC3)N=C(N)N=C12)N[C@@H](C)C(=O)OCC,C21H35N8O6P,,,16047979,347828948,,CHEMBL1823518,,13176386,
DB12763,1037254-47-9,investigational,KUHBBYPXWKYKKR-GXFFZTMASA-N,C[C@H](N)C1=CC=C(C=C1)[C@H](O)CNC(C)(C)C,C14H24N2O,,,67313626,347828949,,,,28424184,
DB12764,915385-81-8,investigational,CAOTVXGYTWCKQE-UHFFFAOYSA-N,ClC1=CC=C(C=C1)C12CC3CC(CC(C3)(C1)C(=O)NCC1=CC=NC=C1)C2,C23H25ClN2O,,,15604015,347828950,124965,CHEMBL2158685,,13079494,50393642
DB12765,624-83-9,investigational,HAMGRBXTJNITHG-UHFFFAOYSA-N,CN=C=O,C2H3NO,,,12228,347828951,59059,CHEMBL1608558,,11727,
DB12766,89943-82-8,investigational,CVKNDPRBJVBDSS-UHFFFAOYSA-N,CC1=C(O)C2=C(C=N1)C(OC2)C1=CC=C(Cl)C=C1,C14H12ClNO2,,,54910,347828952,135078,CHEMBL191886,,49583,
DB12767,14087-31-1,approved; investigational,BYZQBCIYLALLPA-NOPGXMAYSA-N,OC[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C=O,C11H20O10,,,3082054,347828953,,,,2339540,
DB12769,106400-81-1,investigational,ZUQBAQVRAURMCL-DOMZBBRYSA-N,[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(CC[C@@]2([H])CNC3=C(C2)C(O)=NC(=N)N3)C=C1)C(O)=O,C21H25N5O6,,,148138,347828954,,CHEMBL34412,DDF,130593,22590
DB12770,118288-08-7,investigational,KMZQAVXSMUKBPD-DJWKRKHSSA-N,[H]\C(COC1=NC=CC(CN2CCCCC2)=C1)=C(/[H])CN=C(O)CS(=O)CC1=CC=CO1,C22H29N3O4S,,,5282136,347828955,31759,CHEMBL1742461,,4445337,
DB12771,10597-60-1,investigational,JUUBCHWRXWPFFH-UHFFFAOYSA-N,OCCC1=CC=C(O)C(O)=C1,C8H10O3,,,82755,347828956,68889,CHEMBL1950045,975,74680,
DB12774,1009298-09-2,investigational,KVLFRAWTRWDEDF-IRXDYDNUSA-N,COC1=CC=C(C=C1CO)C1=CC=C2C(=N1)N=C(N=C2N1CCOC[C@@H]1C)N1CCOC[C@@H]1C,C25H31N5O4,,,25262965,347828957,91329,CHEMBL1801204,,24747394,50348452
DB12776,947620-48-6,investigational,BBTFKAOFCSOZMB-UHFFFAOYSA-N,CNC1=NC(C2=CC=CC(NC(=O)C3=CC=C(C=C3)C(=O)OC)=C2)=C2C=C(OC)C(OC)=CC2=N1,C26H24N4O5,,,24864553,347828958,,CHEMBL3989967,,32701117,
DB12777,252845-37-7,investigational,ABFNTRQPWNXUHA-VEVJRHMJSA-N,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)CCCNC(=O)CCCN(CC(N)=O)C(=O)[C@H](CC2=CC=CC=C2)NC1=O,C60H74N12O10,,,9919857,347828959,,,,8095496,
DB12778,927881-99-0,investigational,,,,,,,347911379,,,,,
DB12779,5843-65-2,investigational,WZRCQWQRFZITDX-UHFFFAOYSA-N,OC1=CC=C(CC2NCCC3=C2C=C(O)C(O)=C3)C=C1,C16H17NO3,C06346,,114840,347828960,18418,CHEMBL19344,,102800,
DB12780,62265-68-3,investigational,SBJGFIXQRZOVTO-UHFFFAOYSA-N,ClC(Cl)C(=O)N1CCCC2=CC(OC(=O)C3=CC=CO3)=CC=C12,C16H13Cl2NO4,,,71743,347828961,135493,CHEMBL2107014,,64787,
DB12781,199113-98-9,investigational,IETKPTYAGKZLKY-UHFFFAOYSA-N,CN1C(COC2=CC=C(CC3SC(=O)NC3=O)C=C2)=NC2=CC=CC=C2C1=O,C20H17N3O4S,,,9889200,347828962,,CHEMBL2103991,,8064871,
DB12782,524019-25-8,investigational,MQWMHMZNBGQNMT-XHNJZIHCSA-N,O[C@]1(C[C@@H]2CC[C@H](C1)N2C(C1=CC=CC=C1Cl)C1=CC=CC=C1Cl)C1=NC=CC=N1,C24H23Cl2N3O,,,11597355,347828963,,,,32701876,
DB12783,322-35-0,approved; investigational,BNQDCRGUHNALGH-UHFFFAOYSA-N,NC(CO)C(=O)NNCC1=C(O)C(O)=C(O)C=C1,C10H15N3O5,,D03082,2327,347828964,64187,CHEMBL1096979,,2237,49122
DB12784,1239358-86-1,investigational,UQTPDWDAYHAZNT-AWEZNQCLSA-N,C[C@H](NC1=CC(=CC(NC2=CN=CC=N2)=N1)C1=CN(C)N=C1)C1=CC=C(F)C=C1,C21H20FN7,,,46866319,347828965,,,,34980925,
DB12785,1435923-88-8,investigational,GZRNOYTVBWWFLJ-NTPALUMKSA-N,CC(C)OC1=CC=C(C=C1)C1=NC2=C(OC3=C2C=CC=C3)C(O[C@@H]2C[C@@H]3N(C2)C(=O)[C@H](CCCCC\C=C/[C@@H]2C[C@]2(NC3=O)C(=O)NS(=O)(=O)C2(C)CC2)NC(=O)OC2CCCC2)=N1,C47H56N6O10S,,,51037069,347828966,,,,34500835,
DB12787,52-78-8,investigational,ZDHCJEIGTNNEMY-XGXHKTLJSA-N,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,C20H30O2,,,5858,347828967,135282,CHEMBL1697845,,5649,
DB12789,551-11-1,approved; investigational,PXGPLTODNUVGFL-YNNPMVKQSA-N,[H]\C(CCCC(O)=O)=C(/[H])C[C@@]1([H])[C@@]([H])(O)C[C@@]([H])(O)[C@]1([H])C(\[H])=C(/[H])[C@@]([H])(O)CCCCC,C20H34O5,C00639,,5280363,347828968,15553,CHEMBL815,,4444062,50035622
DB12791,203120-17-6,investigational,QNRRHYPPQFELSF-CNYIRLTGSA-N,[H][C@@](O)(CO)[C@@]([H])(OC)[C@]1([H])OC(=C[C@]([H])(NC(N)=N)[C@@]1([H])N=C(C)O)C(O)=O,C13H22N4O7,,,502272,347828969,,CHEMBL466246,LNV,439182,50009296
DB12792,188425-85-6,approved; experimental,WYEMLYFITZORAB-UHFFFAOYSA-N,ClC1=CC=C(C=C1)C1=C(NC(=O)C2=C(Cl)N=CC=C2)C=CC=C1,C18H12Cl2N2O,C18547,,213013,347828970,81822,CHEMBL1076544,,184713,
DB12794,135-70-6,investigational,GPRIERYVMZVKTC-UHFFFAOYSA-N,C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=CC=C1,C24H18,,,8677,347828971,52240,,,8353,
DB12795,910627-26-8,investigational,MQXRTCVZPIHBLD-TUAOUCFPSA-N,C[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)CCCC[C@@H]1CCSS1)C(O)=O,C16H26N2O6S2,,,49802864,347828972,,CHEMBL3099551,,31125664,
DB12796,1112968-42-9,investigational,SULYVXZZUMRQAX-NSHDSACASA-N,FC1=C(N2CCC(=O)C=C2)C(F)=C(F)C(=C1)N1C[C@H](CNC2=NOC=C2)OC1=O,C18H15F3N4O4,,,25184541,347828973,,CHEMBL3287379,,34217570,50017203
DB12798,1221416-43-8,investigational,KGMMSPVVHZGPHL-NRFANRHFSA-N,COC1=CC(N)=C(Cl)C=C1C(=O)NCC1CCN(CC[C@H](OC(N)=O)C2=CC=C(F)C=C2)CC1,C24H30ClFN4O4,,,45275554,347828974,,CHEMBL3544975,,34501054,
DB12799,197509-46-9,investigational,TULGGJGJQXESOO-UHFFFAOYSA-N,COC(=O)C1=CN=C2N1CCC1=CC=CC=C1C2=C1CCN(CCC2=CC=C(OCC3=CC=C4C=CC=CC4=N3)C=C2)CC1,C37H36N4O3,,,6450806,347828975,,CHEMBL539378,,4953357,
DB12800,1239278-59-1,investigational,VCFBPAOSTLMYIV-SANMLTNESA-N,CS(=O)(=O)NC1=CC=C(C=C1OCC1CC1)C(=O)O[C@@H](CC1=C(Cl)C=[N+]([O-])C=C1Cl)C1=CC=C(OC(F)F)C(OCC2CC2)=C1,C30H30Cl2F2N2O8S,,,70662473,347828976,,CHEMBL3113974,,31137693,
DB12802,477-47-4,investigational,YJGVMLPVUAXIQN-HAEOHBJNSA-N,COC1=CC(=CC(OC)=C1OC)[C@H]1[C@H]2[C@H](COC2=O)[C@@H](O)C2=CC3=C(OCO3)C=C12,C22H22O8,,,72435,347828977,75251,CHEMBL283120,,65362,
DB12803,59-61-0,investigational,VKMGSWIFEHZQRS-UHFFFAOYSA-N,CC(C)NCC(O)C1=CC=C(Cl)C(Cl)=C1,C11H15Cl2NO,,,5806,347828978,,CHEMBL30816,,5601,50036835
